subscription_id,customer_id,plan_id,start_date,end_date,churn_flag,churn_date,mrr_value,Contract,plan
5692,3312-ZWLGF,5692,10/3/2023,NULL,0,NULL,79.3,Month-to-month,Pro
5693,6476-YHMGA,5693,12/3/2024,NULL,0,NULL,76.5,Month-to-month,Pro
5694,5287-QWLKY,5694,4/3/2020,3/3/2026,1,3/3/2026,105.1,Month-to-month,Enterprise
5695,0795-XCCTE,5695,3/3/2020,NULL,0,NULL,25.4,Two year,Basic
5696,0168-XZKBB,5696,8/3/2024,NULL,0,NULL,86.85,Month-to-month,Enterprise
5697,3785-NRHYR,5697,2/3/2026,NULL,0,NULL,19.65,Month-to-month,Basic
5698,5196-SGOAK,5698,2/3/2026,3/3/2026,1,3/3/2026,75.7,Month-to-month,Pro
5699,4537-DKTAL,5699,1/3/2026,NULL,0,NULL,45.55,Month-to-month,Pro
5700,7072-MBHEV,5700,4/3/2025,NULL,0,NULL,78.1,Month-to-month,Pro
5701,5602-BVFMK,5701,3/3/2025,NULL,0,NULL,19.3,One year,Basic
5702,6297-NOOPG,5702,5/3/2020,NULL,0,NULL,110.5,Two year,Enterprise
5703,1891-UAWWU,5703,7/3/2024,3/3/2026,1,3/3/2026,90.8,Month-to-month,Enterprise
5704,8204-TIFGJ,5704,4/3/2024,NULL,0,NULL,20.3,Month-to-month,Basic
5705,8050-DVOJX,5705,2/3/2022,NULL,0,NULL,81.35,Two year,Enterprise
5706,6108-OQZDQ,5706,11/3/2025,3/3/2026,1,3/3/2026,97.95,Month-to-month,Enterprise
5707,0363-QJVFX,5707,7/3/2023,3/3/2026,1,3/3/2026,108.15,Month-to-month,Enterprise
5708,8903-XEBGX,5708,1/3/2026,NULL,0,NULL,55.3,Month-to-month,Pro
5709,8169-SAEJD,5709,6/3/2020,NULL,0,NULL,56.55,Two year,Pro
5710,9840-DVNDC,5710,9/3/2025,3/3/2026,1,3/3/2026,80.5,Month-to-month,Enterprise
5711,1089-XZWHH,5711,3/3/2024,NULL,0,NULL,19.7,Two year,Basic
5712,2325-WINES,5712,7/3/2023,NULL,0,NULL,104.05,One year,Enterprise
5713,6064-ZATLR,5713,12/3/2023,NULL,0,NULL,52.85,Two year,Pro
5714,3096-JRDSO,5714,12/3/2023,3/3/2026,1,3/3/2026,104.3,Month-to-month,Enterprise
5715,7824-PANSQ,5715,5/3/2021,NULL,0,NULL,80.65,Month-to-month,Enterprise
5716,8042-JVNFH,5716,2/3/2026,3/3/2026,1,3/3/2026,71.35,Month-to-month,Pro
5717,9648-BCHKM,5717,9/3/2024,NULL,0,NULL,24.65,Two year,Basic
5718,2888-ADFAO,5718,4/3/2022,NULL,0,NULL,21.3,Two year,Basic
5719,8707-HOEDG,5719,5/3/2020,NULL,0,NULL,110.2,Two year,Enterprise
5720,3374-LXDEV,5720,2/3/2025,3/3/2026,1,3/3/2026,89.4,Month-to-month,Enterprise
5721,4072-IPYLT,5721,3/3/2023,NULL,0,NULL,51.05,Month-to-month,Pro
5722,7167-PCEYD,5722,8/3/2020,NULL,0,NULL,19.8,Two year,Basic
5723,4936-YPJNK,5723,5/3/2025,NULL,0,NULL,19.9,Month-to-month,Basic
5724,1580-BMCMR,5724,8/3/2024,NULL,0,NULL,87.3,Month-to-month,Enterprise
5725,4817-KEQSP,5725,4/3/2020,NULL,0,NULL,19.85,Two year,Basic
5726,6408-WHTEF,5726,3/3/2020,NULL,0,NULL,89.4,Two year,Enterprise
5727,9251-AWQGT,5727,3/3/2022,NULL,0,NULL,20,Two year,Basic
5728,8749-CLJXC,5728,2/3/2026,NULL,0,NULL,20.05,Month-to-month,Basic
5729,7989-VCQOH,5729,9/3/2024,NULL,0,NULL,83.25,Month-to-month,Enterprise
5730,5049-GLYVG,5730,2/3/2026,3/3/2026,1,3/3/2026,20.6,Month-to-month,Basic
5731,4199-QHJNM,5731,8/3/2020,NULL,0,NULL,102.9,Two year,Enterprise
5732,8882-TLVRW,5732,6/3/2020,NULL,0,NULL,39.1,Two year,Basic
5733,5883-GTGVD,5733,8/3/2024,3/3/2026,1,3/3/2026,99.95,Month-to-month,Enterprise
5734,5135-GRQJV,5734,3/3/2020,NULL,0,NULL,114.5,Two year,Enterprise
5735,2384-OVPSA,5735,1/3/2023,NULL,0,NULL,20.2,Two year,Basic
5736,1371-WEPDS,5736,11/3/2022,NULL,0,NULL,55.8,One year,Pro
5737,3580-GICBM,5737,2/3/2021,NULL,0,NULL,24.2,Two year,Basic
5738,4817-QRJSX,5738,5/3/2025,3/3/2026,1,3/3/2026,81,Month-to-month,Enterprise
5739,9730-DRTMJ,5739,7/3/2023,NULL,0,NULL,72.8,One year,Pro
5740,4686-UXDML,5740,6/3/2024,NULL,0,NULL,99.85,Month-to-month,Enterprise
5741,3349-ANQNH,5741,4/3/2021,NULL,0,NULL,99.5,One year,Enterprise
5742,2398-YPMUR,5742,2/3/2025,3/3/2026,1,3/3/2026,70.15,Month-to-month,Pro
5743,0932-YIXYU,5743,4/3/2022,NULL,0,NULL,20.25,Two year,Basic
5744,7480-SPLEF,5744,6/3/2020,NULL,0,NULL,26,Two year,Basic
5745,7636-XUHWW,5745,1/3/2026,NULL,0,NULL,19.9,Month-to-month,Basic
5746,1431-CYWMH,5746,5/3/2024,NULL,0,NULL,19.05,Month-to-month,Basic
5747,5937-EORGB,5747,12/3/2024,NULL,0,NULL,96.5,Month-to-month,Enterprise
5748,6349-JDHQP,5748,10/3/2021,NULL,0,NULL,19.85,Two year,Basic
5749,5539-HIVAK,5749,11/3/2023,NULL,0,NULL,25.7,Month-to-month,Basic
5750,5847-MXBEO,5750,5/3/2024,NULL,0,NULL,20.3,One year,Basic
5751,9985-MWVIX,5751,2/3/2026,3/3/2026,1,3/3/2026,70.15,Month-to-month,Pro
5752,4583-PARNH,5752,11/3/2024,NULL,0,NULL,91.55,Month-to-month,Enterprise
5753,1116-FRYVH,5753,3/3/2022,NULL,0,NULL,39.4,Two year,Basic
5754,1421-HCERK,5754,9/3/2023,NULL,0,NULL,105.7,Month-to-month,Enterprise
5755,9633-XQABV,5755,12/3/2025,NULL,0,NULL,70.25,Month-to-month,Pro
5756,0716-BQNDX,5756,6/3/2021,NULL,0,NULL,93.75,Two year,Enterprise
5757,1265-XTECC,5757,7/3/2020,3/3/2026,1,3/3/2026,96.55,One year,Enterprise
5758,1183-CANVH,5758,4/3/2024,NULL,0,NULL,60,One year,Pro
5759,1972-XMUWV,5759,10/3/2020,NULL,0,NULL,59.8,Two year,Pro
5760,8679-LZBMD,5760,7/3/2022,NULL,0,NULL,90.65,One year,Enterprise
5761,3407-JMJQQ,5761,4/3/2020,NULL,0,NULL,109,Two year,Enterprise
5762,6252-DFGTK,5762,2/3/2023,NULL,0,NULL,68.1,One year,Pro
5763,1539-LNKHM,5763,3/3/2025,NULL,0,NULL,20.4,Month-to-month,Basic
5764,8645-KOMJQ,5764,6/3/2020,NULL,0,NULL,81.95,Two year,Enterprise
5765,0289-IVARM,5765,4/3/2023,NULL,0,NULL,60.55,Month-to-month,Pro
5766,9761-XUJWD,5766,10/3/2025,NULL,0,NULL,65.6,Month-to-month,Pro
5767,4057-FKCZK,5767,5/3/2021,NULL,0,NULL,82.5,Two year,Enterprise
5768,4291-TPNFG,5768,3/3/2020,NULL,0,NULL,82.3,Two year,Enterprise
5769,6087-YPWHO,5769,3/3/2020,NULL,0,NULL,68.15,Two year,Pro
5770,3090-QFUVD,5770,2/3/2026,NULL,0,NULL,20.3,Month-to-month,Basic
5771,2237-ZFSMY,5771,12/3/2022,3/3/2026,1,3/3/2026,95.55,One year,Enterprise
5772,1722-LDZJS,5772,10/3/2021,NULL,0,NULL,20.2,One year,Basic
5773,1818-ESQMW,5773,12/3/2023,NULL,0,NULL,89.2,Month-to-month,Enterprise
5774,4871-JTKJF,5774,2/3/2026,3/3/2026,1,3/3/2026,69.65,Month-to-month,Pro
5775,1415-YFWLT,5775,2/3/2026,3/3/2026,1,3/3/2026,89.3,Month-to-month,Enterprise
5776,7401-RUBNK,5776,9/3/2024,NULL,0,NULL,74.8,Month-to-month,Pro
5777,0506-YLVKJ,5777,5/3/2022,NULL,0,NULL,20.2,Two year,Basic
5778,8661-BOYNW,5778,3/3/2020,NULL,0,NULL,84.4,Two year,Enterprise
5779,6711-VTNRE,5779,3/3/2023,3/3/2026,1,3/3/2026,87.55,Month-to-month,Enterprise
5780,4815-GBTCD,5780,11/3/2025,NULL,0,NULL,25.15,Month-to-month,Basic
5781,2805-AUFQN,5781,2/3/2024,NULL,0,NULL,19.8,Two year,Basic
5782,0980-PVMRC,5782,11/3/2022,NULL,0,NULL,50.85,Month-to-month,Pro
5783,7233-DRTRF,5783,12/3/2020,NULL,0,NULL,102.4,Month-to-month,Enterprise
5784,3500-RMZLT,5784,12/3/2024,3/3/2026,1,3/3/2026,96.3,Month-to-month,Enterprise
5785,3873-NFTGI,5785,1/3/2025,NULL,0,NULL,55.5,Month-to-month,Pro
5786,1162-ECVII,5786,3/3/2020,NULL,0,NULL,109.75,Two year,Enterprise
5787,7048-GXDAY,5787,12/3/2022,NULL,0,NULL,106.4,Month-to-month,Enterprise
5788,8571-ZCMCX,5788,4/3/2022,NULL,0,NULL,60,Two year,Pro
5789,1169-WCVAK,5789,8/3/2024,NULL,0,NULL,88.8,Month-to-month,Enterprise
5790,4548-SDBKE,5790,10/3/2025,3/3/2026,1,3/3/2026,85.2,Month-to-month,Enterprise
5791,8066-POXGX,5791,2/3/2025,3/3/2026,1,3/3/2026,35.1,Month-to-month,Basic
5792,7129-CAKJW,5792,10/3/2024,NULL,0,NULL,80.05,Month-to-month,Enterprise
5793,8695-ARGXZ,5793,5/3/2023,NULL,0,NULL,75.55,Month-to-month,Pro
5794,3570-YUEKJ,5794,9/3/2022,NULL,0,NULL,49.55,Month-to-month,Pro
5795,4143-OOBWZ,5795,10/3/2025,3/3/2026,1,3/3/2026,81.3,Month-to-month,Enterprise
5796,1555-HAPSU,5796,4/3/2020,NULL,0,NULL,23.9,Two year,Basic
5797,1697-NVVGY,5797,8/3/2024,NULL,0,NULL,66.4,Month-to-month,Pro
5798,7854-EKTJL,5798,1/3/2026,3/3/2026,1,3/3/2026,19.6,Month-to-month,Basic
5799,8464-EETCQ,5799,6/3/2021,NULL,0,NULL,18.8,Two year,Basic
5800,2419-FSORS,5800,3/3/2020,NULL,0,NULL,108.4,Two year,Enterprise
5801,8132-YPVBX,5801,9/3/2025,NULL,0,NULL,85.95,Month-to-month,Enterprise
5802,9102-IAYHT,5802,10/3/2024,3/3/2026,1,3/3/2026,85.45,Month-to-month,Enterprise
5803,6754-LZUKA,5803,2/3/2021,NULL,0,NULL,80.9,Two year,Enterprise
5804,3422-LYEPQ,5804,2/3/2026,3/3/2026,1,3/3/2026,71,Month-to-month,Pro
5805,8099-MZPUJ,5805,3/3/2022,NULL,0,NULL,111.8,Two year,Enterprise
5806,0787-LHDYT,5806,11/3/2024,NULL,0,NULL,20.6,Month-to-month,Basic
5807,2642-DTVCO,5807,6/3/2025,3/3/2026,1,3/3/2026,85.05,Month-to-month,Enterprise
5808,0374-IOEGQ,5808,12/3/2025,NULL,0,NULL,44.6,Month-to-month,Pro
5809,4361-JEIVL,5809,2/3/2026,3/3/2026,1,3/3/2026,44.4,Month-to-month,Pro
5810,3197-NNYNB,5810,10/3/2020,NULL,0,NULL,105.1,Two year,Enterprise
5811,3396-DKDEL,5811,5/3/2020,NULL,0,NULL,115.15,Two year,Enterprise
5812,1752-OZXFY,5812,3/3/2021,NULL,0,NULL,59.8,One year,Pro
5813,9066-QRSDU,5813,6/3/2020,NULL,0,NULL,26.3,One year,Basic
5814,9112-WSNPU,5814,4/3/2023,NULL,0,NULL,70.55,Month-to-month,Pro
5815,9867-NNXLC,5815,5/3/2024,NULL,0,NULL,20.05,Month-to-month,Basic
5816,5321-NTRKC,5816,9/3/2020,NULL,0,NULL,79.85,Two year,Pro
5817,1363-TXLSL,5817,2/3/2026,3/3/2026,1,3/3/2026,70.3,Month-to-month,Pro
5818,9507-EXLTT,5818,2/3/2026,3/3/2026,1,3/3/2026,79.35,Month-to-month,Pro
5819,3161-GETRM,5819,5/3/2023,NULL,0,NULL,90.05,Month-to-month,Enterprise
5820,0402-OAMEN,5820,3/3/2020,NULL,0,NULL,24.45,Two year,Basic
5821,6933-VLYFX,5821,8/3/2023,NULL,0,NULL,59.95,One year,Pro
5822,6754-WKSHP,5822,9/3/2023,NULL,0,NULL,25.35,One year,Basic
5823,9846-GKXAS,5823,6/3/2025,3/3/2026,1,3/3/2026,90.8,Month-to-month,Enterprise
5824,6017-PPLPX,5824,7/3/2024,3/3/2026,1,3/3/2026,70.45,Month-to-month,Pro
5825,4976-LNFVV,5825,8/3/2024,NULL,0,NULL,34.3,Month-to-month,Basic
5826,5055-MGMGF,5826,10/3/2020,NULL,0,NULL,105.05,Month-to-month,Enterprise
5827,4641-FROLU,5827,9/3/2023,NULL,0,NULL,19.3,Two year,Basic
5828,2862-JVEOY,5828,9/3/2025,NULL,0,NULL,19.15,One year,Basic
5829,2969-QWUBZ,5829,1/3/2026,NULL,0,NULL,51.4,Month-to-month,Pro
5830,9822-BIIGN,5830,10/3/2021,NULL,0,NULL,71.85,Month-to-month,Pro
5831,2077-MPJQO,5831,8/3/2025,NULL,0,NULL,75.4,Month-to-month,Pro
5832,1534-OULXE,5832,2/3/2021,NULL,0,NULL,49.7,One year,Pro
5833,7136-RVDTZ,5833,5/3/2020,3/3/2026,1,3/3/2026,45.25,One year,Pro
5834,2971-SGAFL,5834,2/3/2025,NULL,0,NULL,78.75,Month-to-month,Pro
5835,1480-IVEVR,5835,4/3/2023,NULL,0,NULL,81.6,One year,Enterprise
5836,2905-KFQUV,5836,1/3/2026,NULL,0,NULL,70.4,Month-to-month,Pro
5837,4581-SSPWD,5837,12/3/2025,3/3/2026,1,3/3/2026,75.8,Month-to-month,Pro
5838,3370-HXOPH,5838,12/3/2025,NULL,0,NULL,76.1,Month-to-month,Pro
5839,9391-YZEJW,5839,1/3/2021,NULL,0,NULL,94,One year,Enterprise
5840,9958-MEKUC,5840,3/3/2020,NULL,0,NULL,103.95,Two year,Enterprise
5841,0281-CNTZX,5841,12/3/2020,NULL,0,NULL,19.95,Two year,Basic
5842,6927-WTFIV,5842,7/3/2024,3/3/2026,1,3/3/2026,71.3,Month-to-month,Pro
5843,4118-CEVPF,5843,4/3/2023,NULL,0,NULL,110.8,One year,Enterprise
5844,3398-ZOUAA,5844,6/3/2024,3/3/2026,1,3/3/2026,69.1,Month-to-month,Pro
5845,9114-VEPUF,5845,1/3/2021,NULL,0,NULL,96.1,One year,Enterprise
5846,7876-BEUTG,5846,12/3/2024,NULL,0,NULL,48.8,Month-to-month,Pro
5847,2338-BQEZT,5847,8/3/2021,NULL,0,NULL,50.55,Month-to-month,Pro
5848,9873-MNDKV,5848,4/3/2025,NULL,0,NULL,44.65,Month-to-month,Pro
5849,0378-NHQXU,5849,10/3/2024,3/3/2026,1,3/3/2026,88.25,Month-to-month,Enterprise
5850,8241-JUIQO,5850,2/3/2021,NULL,0,NULL,19.45,One year,Basic
5851,2194-IIQOF,5851,4/3/2020,NULL,0,NULL,89.3,Two year,Enterprise
5852,4512-ZUIYL,5852,1/3/2026,3/3/2026,1,3/3/2026,70,Month-to-month,Pro
5853,9631-RXVJM,5853,4/3/2023,NULL,0,NULL,19.25,Two year,Basic
5854,9584-EXCDZ,5854,10/3/2024,NULL,0,NULL,70.5,Month-to-month,Pro
5855,7969-AULMZ,5855,6/3/2024,3/3/2026,1,3/3/2026,97.35,Month-to-month,Enterprise
5856,5093-FEGLU,5856,4/3/2022,NULL,0,NULL,19.65,Two year,Basic
5857,2621-UDNLU,5857,12/3/2025,NULL,0,NULL,20.85,Month-to-month,Basic
5858,7526-IVLYU,5858,12/3/2025,NULL,0,NULL,19.65,Month-to-month,Basic
5859,2428-HYUNX,5859,7/3/2022,NULL,0,NULL,19.35,Two year,Basic
5860,9214-EKVXR,5860,2/3/2026,NULL,0,NULL,44,Month-to-month,Pro
5861,3410-MHHUM,5861,7/3/2022,NULL,0,NULL,94.4,One year,Enterprise
5862,0568-ONFPC,5862,10/3/2025,3/3/2026,1,3/3/2026,25.9,Month-to-month,Basic
5863,0733-VUNUW,5863,3/3/2024,3/3/2026,1,3/3/2026,55.65,Month-to-month,Pro
5864,4550-EVXNY,5864,2/3/2026,3/3/2026,1,3/3/2026,69.65,Month-to-month,Pro
5865,2122-YWVYA,5865,9/3/2024,NULL,0,NULL,75.4,Month-to-month,Pro
5866,2968-SSGAA,5866,5/3/2025,3/3/2026,1,3/3/2026,100.6,Month-to-month,Enterprise
5867,2296-DKZFP,5867,10/3/2020,NULL,0,NULL,71,Two year,Pro
5868,4844-JJWUY,5868,2/3/2026,3/3/2026,1,3/3/2026,86,Month-to-month,Enterprise
5869,6777-TGHTM,5869,10/3/2021,3/3/2026,1,3/3/2026,106.95,One year,Enterprise
5870,8909-BOLNL,5870,12/3/2025,NULL,0,NULL,21.2,One year,Basic
5871,6603-YRDCJ,5871,6/3/2023,NULL,0,NULL,61.05,Two year,Pro
5872,3538-WZPHD,5872,12/3/2025,3/3/2026,1,3/3/2026,29.6,Month-to-month,Basic
5873,3229-USWAR,5873,5/3/2023,NULL,0,NULL,79.95,One year,Pro
5874,2138-VFAPZ,5874,1/3/2025,NULL,0,NULL,19.7,Two year,Basic
5875,6131-JLWZM,5875,2/3/2025,NULL,0,NULL,20.3,Month-to-month,Basic
5876,4785-QRJHC,5876,5/3/2022,3/3/2026,1,3/3/2026,59.9,One year,Pro
5877,0269-XFESX,5877,4/3/2024,NULL,0,NULL,24.35,One year,Basic
5878,1709-EJDOX,5878,4/3/2022,NULL,0,NULL,19.75,Two year,Basic
5879,4316-XCSLJ,5879,10/3/2024,NULL,0,NULL,50.3,Month-to-month,Pro
5880,8610-WFCJF,5880,2/3/2022,3/3/2026,1,3/3/2026,95.6,Month-to-month,Enterprise
5881,9693-XMUOB,5881,4/3/2021,NULL,0,NULL,50.25,Month-to-month,Pro
5882,0383-CLDDA,5882,6/3/2020,NULL,0,NULL,85.35,Two year,Enterprise
5883,4905-JEFDW,5883,4/3/2025,3/3/2026,1,3/3/2026,41.6,One year,Pro
5884,2709-UQGNP,5884,5/3/2025,NULL,0,NULL,51.65,Month-to-month,Pro
5885,3549-ZTMNH,5885,3/3/2025,NULL,0,NULL,24,Two year,Basic
5886,7881-INRLC,5886,6/3/2022,3/3/2026,1,3/3/2026,100.85,Month-to-month,Enterprise
5887,8033-ATFAS,5887,12/3/2022,NULL,0,NULL,59.85,Month-to-month,Pro
5888,1635-NZATJ,5888,4/3/2020,NULL,0,NULL,25.45,Two year,Basic
5889,0562-HKHML,5889,4/3/2020,NULL,0,NULL,23.9,Two year,Basic
5890,8277-RVRSV,5890,6/3/2023,NULL,0,NULL,24.15,One year,Basic
5891,9943-VSZUV,5891,8/3/2020,NULL,0,NULL,75.7,Month-to-month,Pro
5892,0117-LFRMW,5892,2/3/2023,3/3/2026,1,3/3/2026,40.2,Month-to-month,Pro
5893,6172-FECYY,5893,2/3/2022,3/3/2026,1,3/3/2026,84.5,Month-to-month,Enterprise
5894,7054-ENNGU,5894,6/3/2025,NULL,0,NULL,50.85,Month-to-month,Pro
5895,1455-HFBXA,5895,11/3/2021,NULL,0,NULL,91.6,Two year,Enterprise
5896,9402-CXWPL,5896,5/3/2020,NULL,0,NULL,98.9,One year,Enterprise
5897,1628-BIZYP,5897,2/3/2026,NULL,0,NULL,85,Month-to-month,Enterprise
5898,1965-AKTSX,5898,1/3/2025,3/3/2026,1,3/3/2026,78.95,Month-to-month,Pro
5899,0082-LDZUE,5899,2/3/2026,NULL,0,NULL,44.3,Month-to-month,Pro
5900,4786-UKSNZ,5900,2/3/2026,3/3/2026,1,3/3/2026,20.2,Month-to-month,Basic
5901,5343-SGUBI,5901,11/3/2021,NULL,0,NULL,80.2,One year,Enterprise
5902,0856-NAOES,5902,9/3/2025,NULL,0,NULL,60.9,Month-to-month,Pro
5903,1976-AZZPJ,5903,8/3/2025,NULL,0,NULL,34.2,Month-to-month,Basic
5904,7248-VZQLC,5904,4/3/2022,3/3/2026,1,3/3/2026,85.2,Month-to-month,Enterprise
5905,6156-UZDLF,5905,1/3/2024,NULL,0,NULL,87.15,One year,Enterprise
5906,3099-OONVS,5906,2/3/2024,NULL,0,NULL,54.3,Month-to-month,Pro
5907,9500-WBGRP,5907,6/3/2020,NULL,0,NULL,19.1,Two year,Basic
5908,5183-KLYEM,5908,3/3/2020,NULL,0,NULL,112.75,Two year,Enterprise
5909,5144-PQCDZ,5909,11/3/2025,NULL,0,NULL,19.95,Month-to-month,Basic
5910,8514-VZHEB,5910,4/3/2021,NULL,0,NULL,19.5,Two year,Basic
5911,6625-IUTTT,5911,8/3/2020,NULL,0,NULL,65.55,Two year,Pro
5912,9355-NPPFS,5912,1/3/2024,NULL,0,NULL,78.8,Month-to-month,Pro
5913,0068-FIGTF,5913,12/3/2023,NULL,0,NULL,78.2,One year,Pro
5914,5965-GGPRW,5914,3/3/2020,NULL,0,NULL,105.25,Two year,Enterprise
5915,8035-PWSEV,5915,9/3/2025,NULL,0,NULL,89.25,Month-to-month,Enterprise
5916,2236-HILPA,5916,1/3/2021,NULL,0,NULL,20.65,Two year,Basic
5917,1840-BIUOG,5917,7/3/2024,NULL,0,NULL,68.7,One year,Pro
5918,1356-MKYSK,5918,9/3/2025,NULL,0,NULL,78.65,Month-to-month,Pro
5919,6080-LNESI,5919,12/3/2021,NULL,0,NULL,24.75,Two year,Basic
5920,1830-IPXVJ,5920,2/3/2021,NULL,0,NULL,19.75,Two year,Basic
5921,5828-DWPIL,5921,1/3/2021,NULL,0,NULL,89.1,Month-to-month,Enterprise
5922,8398-TBIYD,5922,3/3/2020,NULL,0,NULL,84.7,Two year,Enterprise
5923,0011-IGKFF,5923,2/3/2025,3/3/2026,1,3/3/2026,98,Month-to-month,Enterprise
5924,4192-GORJT,5924,10/3/2025,3/3/2026,1,3/3/2026,94.45,Month-to-month,Enterprise
5925,6496-SLWHQ,5925,12/3/2025,3/3/2026,1,3/3/2026,105,Month-to-month,Enterprise
5926,9912-GVSEQ,5926,1/3/2024,3/3/2026,1,3/3/2026,93.85,Month-to-month,Enterprise
5927,2931-FSOHN,5927,2/3/2025,NULL,0,NULL,59.9,Month-to-month,Pro
5928,9418-RUKPH,5928,1/3/2023,NULL,0,NULL,19.95,Two year,Basic
5929,5383-MMTWC,5929,7/3/2025,3/3/2026,1,3/3/2026,84,Month-to-month,Enterprise
5930,9971-ZWPBF,5930,5/3/2023,NULL,0,NULL,108.9,Month-to-month,Enterprise
5931,4712-AUQZO,5931,9/3/2024,NULL,0,NULL,33.6,Month-to-month,Basic
5932,9711-FJTBX,5932,7/3/2021,NULL,0,NULL,85.85,One year,Enterprise
5933,2908-ZTPNF,5933,3/3/2023,NULL,0,NULL,34.85,Month-to-month,Basic
5934,7240-ETPTR,5934,6/3/2025,3/3/2026,1,3/3/2026,48.75,Month-to-month,Pro
5935,2202-CUYXZ,5935,2/3/2026,3/3/2026,1,3/3/2026,84.85,Month-to-month,Enterprise
5936,5995-OIGLP,5936,3/3/2025,3/3/2026,1,3/3/2026,56.65,Month-to-month,Pro
5937,8421-WZOOW,5937,6/3/2021,NULL,0,NULL,95.3,Month-to-month,Enterprise
5938,6261-RCVNS,5938,9/3/2022,3/3/2026,1,3/3/2026,73.9,One year,Pro
5939,7951-QKZPL,5939,6/3/2023,3/3/2026,1,3/3/2026,24.5,Two year,Basic
5940,1414-YADCW,5940,5/3/2020,NULL,0,NULL,84.6,Two year,Enterprise
5941,8756-RDDLT,5941,7/3/2020,NULL,0,NULL,44.95,Month-to-month,Pro
5942,2862-PFNIK,5942,2/3/2026,NULL,0,NULL,24.7,Month-to-month,Basic
5943,5816-QVHRX,5943,2/3/2023,NULL,0,NULL,100.3,Month-to-month,Enterprise
5944,4430-YHXGG,5944,11/3/2025,NULL,0,NULL,25.45,Month-to-month,Basic
5945,6888-SBYAI,5945,2/3/2026,NULL,0,NULL,50.7,Month-to-month,Pro
5946,7395-XWZOY,5946,7/3/2024,NULL,0,NULL,55,Month-to-month,Pro
5947,7169-YWAMK,5947,3/3/2020,NULL,0,NULL,68.4,Two year,Pro
5948,3640-PHQXK,5948,8/3/2023,3/3/2026,1,3/3/2026,89.9,Month-to-month,Enterprise
5949,6877-LGWXO,5949,9/3/2024,3/3/2026,1,3/3/2026,78.55,Month-to-month,Pro
5950,6859-RKMZJ,5950,4/3/2025,NULL,0,NULL,55.05,Month-to-month,Pro
5951,2729-VNVAP,5951,6/3/2023,NULL,0,NULL,19.8,Two year,Basic
5952,2957-JIRMN,5952,1/3/2021,NULL,0,NULL,84.45,One year,Enterprise
5953,2049-BAFNW,5953,2/3/2026,NULL,0,NULL,35.9,Month-to-month,Basic
5954,3842-QTGDL,5954,11/3/2024,NULL,0,NULL,80.75,Month-to-month,Enterprise
5955,7163-OCEQI,5955,5/3/2024,NULL,0,NULL,78.65,One year,Pro
5956,9782-LGXMC,5956,2/3/2022,NULL,0,NULL,61.75,Month-to-month,Pro
5957,5975-BAICR,5957,3/3/2023,NULL,0,NULL,63.7,One year,Pro
5958,8019-ENHXU,5958,9/3/2022,3/3/2026,1,3/3/2026,99.45,Month-to-month,Enterprise
5959,5167-GBFRE,5959,11/3/2025,3/3/2026,1,3/3/2026,25.2,Month-to-month,Basic
5960,9033-EOXWV,5960,3/3/2025,3/3/2026,1,3/3/2026,74.05,One year,Pro
5961,4673-KKSLS,5961,8/3/2023,NULL,0,NULL,87.6,Month-to-month,Enterprise
5962,4853-OITSN,5962,10/3/2025,NULL,0,NULL,89.15,Month-to-month,Enterprise
5963,9800-OUIGR,5963,9/3/2020,NULL,0,NULL,20,Two year,Basic
5964,1324-NLTJE,5964,12/3/2024,3/3/2026,1,3/3/2026,55,Month-to-month,Pro
5965,2324-EFHVG,5965,11/3/2020,NULL,0,NULL,104.4,Two year,Enterprise
5966,7094-MSZAO,5966,5/3/2025,NULL,0,NULL,20.05,Month-to-month,Basic
5967,1522-VVDMG,5967,8/3/2025,3/3/2026,1,3/3/2026,89.75,Month-to-month,Enterprise
5968,6907-CQGPN,5968,10/3/2023,NULL,0,NULL,34.3,Month-to-month,Basic
5969,0780-XNZFN,5969,6/3/2021,NULL,0,NULL,20.65,Two year,Basic
5970,0239-OXEXL,5970,5/3/2022,NULL,0,NULL,84.25,Month-to-month,Enterprise
5971,2675-IJRGJ,5971,10/3/2021,NULL,0,NULL,19.65,Two year,Basic
5972,7049-GKVZY,5972,10/3/2024,NULL,0,NULL,79.85,One year,Pro
5973,8577-QSOCG,5973,1/3/2023,NULL,0,NULL,20.2,Two year,Basic
5974,3721-CNZHX,5974,12/3/2024,NULL,0,NULL,19.8,One year,Basic
5975,0212-ISBBF,5975,5/3/2024,NULL,0,NULL,50.35,Month-to-month,Pro
5976,9185-TQCVP,5976,1/3/2025,3/3/2026,1,3/3/2026,85.15,Month-to-month,Enterprise
5977,3585-YNADK,5977,6/3/2021,NULL,0,NULL,74.6,One year,Pro
5978,5271-DBYSJ,5978,4/3/2025,NULL,0,NULL,79.15,Month-to-month,Pro
5979,1099-GODLO,5979,2/3/2026,NULL,0,NULL,20.35,Two year,Basic
5980,6828-HMKWP,5980,3/3/2025,NULL,0,NULL,21.05,Two year,Basic
5981,5567-WSELE,5981,12/3/2025,3/3/2026,1,3/3/2026,94.6,Month-to-month,Enterprise
5982,1472-TNCWL,5982,3/3/2023,NULL,0,NULL,94.7,Month-to-month,Enterprise
5983,8063-RJYNF,5983,11/3/2024,3/3/2026,1,3/3/2026,94.25,Month-to-month,Enterprise
